Date,Team,Player,Relinquished,Notes,EstimatedDaysOut,Year,Month,YearMonth,DurationCategory,InjuryKeyword,EstimatedDaysOutFromNotes,Injury_Start,Injury_End,Actual_Duration_Days,InSeason_Duration_Days,DayOfWeek
12/23/2020,Bulls,Thaddeus Young,Thaddeus Young,leg injury (DTD),,2020,December,2020-12,day-to-day,leg,3,12/23/2020,12/29/2020,6,7,Wednesday
1/6/2022,Spurs,Thaddeus Young,Thaddeus Young,placed on IL with NBA health and safety protocols,,2022,January,2022-01,other / unspecified,Other,,1/6/2022,1/11/2022,5,6,Thursday
3/3/2022,Raptors,Thaddeus Young,Thaddeus Young,placed on IL with illness,,2022,March,2022-03,other / unspecified,illness,,3/3/2022,3/4/2022,1,2,Thursday
11/17/2023,Raptors,Thaddeus Young,Thaddeus Young,placed on IL with illness,,2023,November,2023-11,other / unspecified,illness,,3/3/2022,3/4/2022,1,2,Friday
2/4/2016,Knicks,Thanasis Antetokounmpo,Thanasis Antetokounmpo,placed on IL,,2016,February,2016-02,other / unspecified,Other,,2/4/2016,2/5/2016,1,2,Thursday
11/27/2019,Bucks,Thanasis Antetokounmpo,Thanasis Antetokounmpo,placed on IL with illness,,2019,November,2019-11,other / unspecified,illness,,11/27/2019,12/2/2019,5,6,Wednesday
5/18/2021,Bucks,Thanasis Antetokounmpo,Thanasis Antetokounmpo,placed on IL with right knee injury,,2021,May,2021-05,other / unspecified,knee,,11/27/2019,12/2/2019,5,6,Tuesday
7/17/2021,Bucks,Thanasis Antetokounmpo,Thanasis Antetokounmpo,placed on IL with COVID-19 (out for season),,2021,July,2021-07,out for season,Other,180,11/27/2019,12/2/2019,5,6,Saturday
12/17/2021,Bucks,Thanasis Antetokounmpo,Thanasis Antetokounmpo,strained right calf (DTD),,2021,December,2021-12,day-to-day,calf,3,11/27/2019,12/2/2019,5,6,Friday
1/1/2022,Bucks,Thanasis Antetokounmpo,Thanasis Antetokounmpo,placed on IL with NBA health and safety protocols,,2022,January,2022-01,other / unspecified,Other,,11/27/2019,12/2/2019,5,6,Saturday
2/5/2021,Thunder,Theo Maledon,Theo Maledon,NBA health and safety protocols (DTD),,2021,February,2021-02,day-to-day,Other,3,2/5/2021,2/6/2021,1,2,Friday
2/7/2021,Thunder,Theo Maledon,Theo Maledon,NBA health and safety protocols (DTD),,2021,February,2021-02,day-to-day,Other,3,2/5/2021,2/6/2021,1,2,Sunday
3/14/2021,Thunder,Theo Maledon,Theo Maledon,sprained right ankle (DTD),,2021,March,2021-03,day-to-day,ankle,3,2/5/2021,2/6/2021,1,2,Sunday
5/10/2021,Thunder,Theo Maledon,Theo Maledon,placed on IL with left foot injury,,2021,May,2021-05,other / unspecified,foot,,2/5/2021,2/6/2021,1,2,Monday
2/14/2022,Mavericks,Theo Pinson,Theo Pinson,placed on IL with fractured finger,,2022,February,2022-02,other / unspecified,finger,,2/14/2022,4/4/2022,49,50,Monday
10/19/2017,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Thursday
11/8/2017,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2017,November,2017-11,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Wednesday
11/22/2017,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2017,November,2017-11,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Wednesday
12/3/2017,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2017,December,2017-12,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Sunday
12/7/2017,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2017,December,2017-12,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Thursday
1/1/2018,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2018,January,2018-01,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Monday
1/10/2018,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2018,January,2018-01,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Wednesday
1/13/2018,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2018,January,2018-01,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Saturday
1/28/2018,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2018,January,2018-01,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Sunday
2/24/2018,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2018,February,2018-02,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Saturday
3/30/2018,Lakers,Thomas Bryant,Thomas Bryant,placed on IL,,2018,March,2018-03,other / unspecified,Other,,10/19/2017,11/5/2017,17,18,Friday
12/3/2019,Wizards,Thomas Bryant,Thomas Bryant,placed on IL with right foot injury,,2019,December,2019-12,other / unspecified,foot,,12/3/2019,1/3/2020,31,32,Tuesday
1/4/2020,Wizards,Thomas Bryant,Thomas Bryant,placed on IL,,2020,January,2020-01,other / unspecified,Other,,12/3/2019,1/3/2020,31,32,Saturday
2/5/2020,Wizards,Thomas Bryant,Thomas Bryant,sore right foot (DTD),,2020,February,2020-02,day-to-day,foot,3,12/3/2019,1/3/2020,31,32,Wednesday
2/7/2020,Wizards,Thomas Bryant,Thomas Bryant,placed on IL with sore right foot,,2020,February,2020-02,other / unspecified,foot,,12/3/2019,1/3/2020,31,32,Friday
1/10/2021,Wizards,Thomas Bryant,Thomas Bryant,torn ACL in left knee (out for season),,2021,January,2021-01,out for season,knee,180,12/3/2019,1/3/2020,31,32,Sunday
1/11/2021,Wizards,Thomas Bryant,Thomas Bryant,placed on IL with torn ACL in left knee (out for season),,2021,January,2021-01,out for season,knee,180,12/3/2019,1/3/2020,31,32,Monday
10/19/2021,Wizards,Thomas Bryant,Thomas Bryant,placed on IL with recovering from surgery on left knee to repair torn ACL,,2021,October,2021-10,post-surgery,knee,60,12/3/2019,1/3/2020,31,32,Tuesday
2/2/2022,Wizards,Thomas Bryant,Thomas Bryant,placed on IL with sprained right ankle,,2022,February,2022-02,other / unspecified,ankle,,12/3/2019,1/3/2020,31,32,Wednesday
4/10/2022,Wizards,Thomas Bryant,Thomas Bryant,placed on IL with tightness in lower back (out for season),,2022,April,2022-04,out for season,back,180,12/3/2019,1/3/2020,31,32,Sunday
10/19/2022,Lakers,Thomas Bryant,Thomas Bryant,thumb injury (DTD),,2022,October,2022-10,day-to-day,Other,3,10/19/2017,11/5/2017,17,18,Wednesday
12/18/2015,Nets,Thomas Robinson,Thomas Robinson,illness (DTD),,2015,December,2015-12,day-to-day,illness,3,12/18/2015,12/20/2015,2,3,Friday
4/11/2016,Nets,Thomas Robinson,Thomas Robinson,sore right knee (out for season),,2016,April,2016-04,out for season,knee,180,12/18/2015,12/20/2015,2,3,Monday
10/30/2016,Lakers,Thomas Robinson,Thomas Robinson,placed on IL,,2016,October,2016-10,other / unspecified,Other,,10/30/2016,11/2/2016,3,4,Sunday
2/2/2017,Lakers,Thomas Robinson,Thomas Robinson,placed on IL,,2017,February,2017-02,other / unspecified,Other,,10/30/2016,11/2/2016,3,4,Thursday
2/14/2017,Lakers,Thomas Robinson,Thomas Robinson,placed on IL,,2017,February,2017-02,other / unspecified,Other,,10/30/2016,11/2/2016,3,4,Tuesday
2/28/2017,Lakers,Thomas Robinson,Thomas Robinson,placed on IL with flu,,2017,February,2017-02,other / unspecified,Other,,10/30/2016,11/2/2016,3,4,Tuesday
3/27/2018,Bucks,Thon Maker,Thon Maker,placed on IL with strained right groin,,2018,March,2018-03,other / unspecified,groin,,3/27/2018,4/3/2018,7,8,Tuesday
3/1/2020,Pistons,Thon Maker,Thon Maker,sprained right ankle (DTD),,2020,March,2020-03,day-to-day,ankle,3,3/1/2020,3/4/2020,3,4,Sunday
11/7/2015,Hawks,Tiago Splitter,Tiago Splitter,placed on IL with calf injury,,2015,November,2015-11,other / unspecified,calf,,11/7/2015,11/9/2015,2,3,Saturday
11/21/2015,Hawks,Tiago Splitter,Tiago Splitter,sore right hip (DTD),,2015,November,2015-11,day-to-day,hip,3,11/7/2015,11/9/2015,2,3,Saturday
11/24/2015,Hawks,Tiago Splitter,Tiago Splitter,placed on IL with sore right hip,,2015,November,2015-11,other / unspecified,hip,,11/7/2015,11/9/2015,2,3,Tuesday
12/10/2015,Hawks,Tiago Splitter,Tiago Splitter,placed on IL,,2015,December,2015-12,other / unspecified,Other,,11/7/2015,11/9/2015,2,3,Thursday
12/27/2015,Hawks,Tiago Splitter,Tiago Splitter,strained calf (DTD),,2015,December,2015-12,day-to-day,calf,3,11/7/2015,11/9/2015,2,3,Sunday
12/28/2015,Hawks,Tiago Splitter,Tiago Splitter,placed on IL with strained calf,,2015,December,2015-12,other / unspecified,calf,,11/7/2015,11/9/2015,2,3,Monday
2/1/2016,Hawks,Tiago Splitter,Tiago Splitter,placed on IL with sore right hip (out for season),,2016,February,2016-02,out for season,hip,180,11/7/2015,11/9/2015,2,3,Monday
2/16/2016,Hawks,Tiago Splitter,Tiago Splitter,surgery on right hip (out for season) (date approximate),,2016,February,2016-02,out for season,surgery,180,11/7/2015,11/9/2015,2,3,Tuesday
10/11/2016,Hawks,Tiago Splitter,Tiago Splitter,strained right hamstring (out indefinitely),,2016,October,2016-10,indefinitely,hamstring,30,11/7/2015,11/9/2015,2,3,Tuesday
10/27/2016,Hawks,Tiago Splitter,Tiago Splitter,placed on IL with strained right calf,,2016,October,2016-10,other / unspecified,calf,,11/7/2015,11/9/2015,2,3,Thursday
3/26/2017,76Ers,Tiago Splitter,Tiago Splitter,strained right calf (DTD),,2017,March,2017-03,day-to-day,calf,3,3/26/2017,3/28/2017,2,3,Sunday
10/31/2015,Jazz,Tibor Pleiss,Tibor Pleiss,placed on IL,,2015,October,2015-10,other / unspecified,Other,,10/31/2015,11/4/2015,4,5,Saturday
11/15/2015,Jazz,Tibor Pleiss,Tibor Pleiss,placed on IL,,2015,November,2015-11,other / unspecified,Other,,10/31/2015,11/4/2015,4,5,Sunday
11/30/2015,Jazz,Tibor Pleiss,Tibor Pleiss,placed on IL,,2015,November,2015-11,other / unspecified,Other,,10/31/2015,11/4/2015,4,5,Monday
4/8/2016,Jazz,Tibor Pleiss,Tibor Pleiss,placed on IL,,2016,April,2016-04,other / unspecified,Other,,10/31/2015,11/4/2015,4,5,Friday
12/6/2024,Hornets,Tidjane Salaun,Tidjane Salaun,placed on IL with sprained right ankle,,2024,December,2024-12,other / unspecified,ankle,,12/6/2024,12/13/2024,7,8,Friday
2/3/2025,Hornets,Tidjane Salaun,Tidjane Salaun,placed on IL with illness,,2025,February,2025-02,other / unspecified,illness,,12/6/2024,12/13/2024,7,8,Monday
2/25/2025,Hornets,Tidjane Salaun,Tidjane Salaun,placed on IL with sprained right ankle,,2025,February,2025-02,other / unspecified,ankle,,12/6/2024,12/13/2024,7,8,Tuesday
3/19/2025,Hornets,Tidjane Salaun,Tidjane Salaun,placed on IL with ankle injury,,2025,March,2025-03,other / unspecified,ankle,,12/6/2024,12/13/2024,7,8,Wednesday
11/27/2015,Spurs,Tim Duncan,Tim Duncan,placed on IL for rest,,2015,November,2015-11,day-to-day,rest,3,11/27/2015,11/28/2015,1,2,Friday
12/7/2015,Spurs,Tim Duncan,Tim Duncan,placed on IL,,2015,December,2015-12,other / unspecified,Other,,11/27/2015,11/28/2015,1,2,Monday
12/16/2015,Spurs,Tim Duncan,Tim Duncan,placed on IL for rest,,2015,December,2015-12,day-to-day,rest,3,11/27/2015,11/28/2015,1,2,Wednesday
12/26/2015,Spurs,Tim Duncan,Tim Duncan,placed on IL with right knee injury,,2015,December,2015-12,other / unspecified,knee,,11/27/2015,11/28/2015,1,2,Saturday
12/28/2015,Spurs,Tim Duncan,Tim Duncan,right knee injury (DTD),,2015,December,2015-12,day-to-day,knee,3,11/27/2015,11/28/2015,1,2,Monday
1/21/2016,Spurs,Tim Duncan,Tim Duncan,placed on IL,,2016,January,2016-01,other / unspecified,Other,,11/27/2015,11/28/2015,1,2,Thursday
1/24/2016,Spurs,Tim Duncan,Tim Duncan,sore right knee (DTD),,2016,January,2016-01,day-to-day,knee,3,11/27/2015,11/28/2015,1,2,Sunday
1/25/2016,Spurs,Tim Duncan,Tim Duncan,placed on IL with sore right knee,,2016,January,2016-01,other / unspecified,knee,,11/27/2015,11/28/2015,1,2,Monday
3/5/2016,Spurs,Tim Duncan,Tim Duncan,placed on IL for rest,,2016,March,2016-03,day-to-day,rest,3,11/27/2015,11/28/2015,1,2,Saturday
3/8/2016,Spurs,Tim Duncan,Tim Duncan,placed on IL for rest,,2016,March,2016-03,day-to-day,rest,3,11/27/2015,11/28/2015,1,2,Tuesday
3/26/2016,Spurs,Tim Duncan,Tim Duncan,placed on IL for rest,,2016,March,2016-03,day-to-day,rest,3,11/27/2015,11/28/2015,1,2,Saturday
4/10/2016,Spurs,Tim Duncan,Tim Duncan,placed on IL,,2016,April,2016-04,other / unspecified,Other,,11/27/2015,11/28/2015,1,2,Sunday
4/13/2016,Spurs,Tim Duncan,Tim Duncan,placed on IL for rest,,2016,April,2016-04,day-to-day,rest,3,11/27/2015,11/28/2015,1,2,Wednesday
12/14/2016,Pelicans,Tim Frazier,Tim Frazier,sprained right wrist (DTD),,2016,December,2016-12,day-to-day,wrist,3,12/15/2016,12/16/2016,1,2,Wednesday
12/15/2016,Pelicans,Tim Frazier,Tim Frazier,placed on IL with sprained right wrist,,2016,December,2016-12,other / unspecified,wrist,,12/15/2016,12/16/2016,1,2,Thursday
2/11/2018,Wizards,Tim Frazier,Tim Frazier,fractured nose (DTD),,2018,February,2018-02,day-to-day,nose,3,2/14/2018,2/22/2018,8,9,Sunday
2/14/2018,Wizards,Tim Frazier,Tim Frazier,placed on IL recovering from surgery to repair fractured nose,,2018,February,2018-02,post-surgery,surgery,60,2/14/2018,2/22/2018,8,9,Wednesday
11/2/2019,Pistons,Tim Frazier,Tim Frazier,placed on IL with strained right shoulder,,2019,November,2019-11,other / unspecified,shoulder,,11/2/2019,11/11/2019,9,10,Saturday
1/21/2020,Pistons,Tim Frazier,Tim Frazier,illness (DTD),,2020,January,2020-01,day-to-day,illness,3,11/2/2019,11/11/2019,9,10,Tuesday
1/22/2020,Pistons,Tim Frazier,Tim Frazier,placed on IL with illness,,2020,January,2020-01,other / unspecified,illness,,11/2/2019,11/11/2019,9,10,Wednesday
10/27/2015,Hawks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL,,2015,October,2015-10,other / unspecified,Other,,10/27/2015,10/29/2015,2,3,Tuesday
11/1/2015,Hawks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL,,2015,November,2015-11,other / unspecified,Other,,10/27/2015,10/29/2015,2,3,Sunday
11/7/2015,Hawks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL,,2015,November,2015-11,other / unspecified,Other,,10/27/2015,10/29/2015,2,3,Saturday
11/30/2015,Hawks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL,,2015,November,2015-11,other / unspecified,Other,,10/27/2015,10/29/2015,2,3,Monday
12/12/2015,Hawks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL,,2015,December,2015-12,other / unspecified,Other,,10/27/2015,10/29/2015,2,3,Saturday
12/21/2016,Hawks,Tim Hardaway Jr.,Tim Hardaway Jr.,sore groin (DTD),,2016,December,2016-12,day-to-day,groin,3,10/27/2015,10/29/2015,2,3,Wednesday
12/26/2016,Hawks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL,,2016,December,2016-12,other / unspecified,Other,,10/27/2015,10/29/2015,2,3,Monday
4/12/2017,Hawks,Tim Hardaway Jr.,Tim Hardaway Jr.,rest (DTD),,2017,April,2017-04,day-to-day,rest,3,10/27/2015,10/29/2015,2,3,Wednesday
12/3/2017,Knicks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with sore left leg,,2017,December,2017-12,other / unspecified,leg,,12/3/2017,1/12/2018,40,41,Sunday
1/15/2018,Knicks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL,,2018,January,2018-01,other / unspecified,Other,,12/3/2017,1/12/2018,40,41,Monday
1/25/2018,Knicks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL,,2018,January,2018-01,other / unspecified,Other,,12/3/2017,1/12/2018,40,41,Thursday
4/7/2018,Knicks,Tim Hardaway Jr.,Tim Hardaway Jr.,sprained left ankle (out for season),,2018,April,2018-04,out for season,ankle,180,12/3/2017,1/12/2018,40,41,Saturday
11/5/2018,Knicks,Tim Hardaway Jr.,Tim Hardaway Jr.,back injury (DTD),,2018,November,2018-11,day-to-day,back,3,12/3/2017,1/12/2018,40,41,Monday
12/17/2018,Knicks,Tim Hardaway Jr.,Tim Hardaway Jr.,right heel injury (DTD),,2018,December,2018-12,day-to-day,Other,3,12/3/2017,1/12/2018,40,41,Monday
12/27/2018,Knicks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with illness,,2018,December,2018-12,other / unspecified,illness,,12/3/2017,1/12/2018,40,41,Thursday
1/13/2019,Knicks,Tim Hardaway Jr.,Tim Hardaway Jr.,left hamstring injury (DTD),,2019,January,2019-01,day-to-day,hamstring,3,12/3/2017,1/12/2018,40,41,Sunday
2/2/2019,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with hamstring injury,,2019,February,2019-02,other / unspecified,hamstring,,2/2/2019,2/6/2019,4,5,Saturday
3/21/2019,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with tibia injury (out for season),,2019,March,2019-03,out for season,Other,180,2/2/2019,2/6/2019,4,5,Thursday
12/31/2019,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with strained left hamstring,,2019,December,2019-12,other / unspecified,hamstring,,2/2/2019,2/6/2019,4,5,Tuesday
3/6/2020,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with illness,,2020,March,2020-03,other / unspecified,illness,,2/2/2019,2/6/2019,4,5,Friday
1/17/2021,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,strained left groin (DTD),,2021,January,2021-01,day-to-day,groin,3,2/2/2019,2/6/2019,4,5,Sunday
5/2/2021,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with sore right ankle,,2021,May,2021-05,other / unspecified,ankle,,2/2/2019,2/6/2019,4,5,Sunday
12/21/2021,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,2/2/2019,2/6/2019,4,5,Tuesday
1/26/2022,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with fractured left foot (out for season),,2022,January,2022-01,out for season,foot,180,2/2/2019,2/6/2019,4,5,Wednesday
10/25/2022,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with foot injury,,2022,October,2022-10,other / unspecified,foot,,2/2/2019,2/6/2019,4,5,Tuesday
12/19/2022,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with illness,,2022,December,2022-12,other / unspecified,illness,,2/2/2019,2/6/2019,4,5,Monday
1/15/2023,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,sprained left ankle (DTD),,2023,January,2023-01,day-to-day,ankle,3,2/2/2019,2/6/2019,4,5,Sunday
2/13/2023,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with tightness in right hamstring,,2023,February,2023-02,other / unspecified,hamstring,,2/2/2019,2/6/2019,4,5,Monday
3/15/2023,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with left calf injury,,2023,March,2023-03,other / unspecified,calf,,2/2/2019,2/6/2019,4,5,Wednesday
3/22/2023,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with illness,,2023,March,2023-03,other / unspecified,illness,,2/2/2019,2/6/2019,4,5,Wednesday
12/1/2023,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with back spasms,,2023,December,2023-12,other / unspecified,back,,2/2/2019,2/6/2019,4,5,Friday
12/11/2023,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with back spasms,,2023,December,2023-12,other / unspecified,back,,2/2/2019,2/6/2019,4,5,Monday
4/25/2024,Mavericks,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with sprained right ankle,,2024,April,2024-04,other / unspecified,ankle,,2/2/2019,2/6/2019,4,5,Thursday
11/15/2024,Pistons,Tim Hardaway Jr.,Tim Hardaway Jr.,placed on IL with laceration on head,,2024,November,2024-11,other / unspecified,Other,,11/15/2024,11/18/2024,3,4,Friday
1/9/2025,Pistons,Tim Hardaway Jr.,Tim Hardaway Jr.,tightness in lower back (DTD),,2025,January,2025-01,day-to-day,back,3,11/15/2024,11/18/2024,3,4,Thursday
3/22/2025,Pistons,Tim Hardaway Jr.,Tim Hardaway Jr.,sprained right ankle (DTD),,2025,March,2025-03,day-to-day,ankle,3,11/15/2024,11/18/2024,3,4,Saturday
10/25/2016,Blazers,Tim Quarterman,Tim Quarterman,placed on IL,,2016,October,2016-10,other / unspecified,Other,,10/25/2016,11/9/2016,15,16,Tuesday
12/5/2016,Blazers,Tim Quarterman,Tim Quarterman,placed on IL,,2016,December,2016-12,other / unspecified,Other,,10/25/2016,11/9/2016,15,16,Monday
12/10/2016,Blazers,Tim Quarterman,Tim Quarterman,placed on IL,,2016,December,2016-12,other / unspecified,Other,,10/25/2016,11/9/2016,15,16,Saturday
1/5/2017,Blazers,Tim Quarterman,Tim Quarterman,placed on IL,,2017,January,2017-01,other / unspecified,Other,,10/25/2016,11/9/2016,15,16,Thursday
1/25/2017,Blazers,Tim Quarterman,Tim Quarterman,sprained left ankle (DTD),,2017,January,2017-01,day-to-day,ankle,3,10/25/2016,11/9/2016,15,16,Wednesday
1/29/2017,Blazers,Tim Quarterman,Tim Quarterman,placed on IL,,2017,January,2017-01,other / unspecified,Other,,10/25/2016,11/9/2016,15,16,Sunday
4/4/2017,Blazers,Tim Quarterman,Tim Quarterman,placed on IL,,2017,April,2017-04,other / unspecified,Other,,10/25/2016,11/9/2016,15,16,Tuesday
4/16/2017,Blazers,Tim Quarterman,Tim Quarterman,concussion (DTD),,2017,April,2017-04,day-to-day,concussion,3,10/25/2016,11/9/2016,15,16,Sunday
11/19/2015,Cavaliers,Timofey Mozgov,Timofey Mozgov,strained right shoulder (DTD),,2015,November,2015-11,day-to-day,shoulder,3,11/19/2015,11/27/2015,8,9,Thursday
3/9/2016,Cavaliers,Timofey Mozgov,Timofey Mozgov,illness (DTD),,2016,March,2016-03,day-to-day,illness,3,11/19/2015,11/27/2015,8,9,Wednesday
11/2/2016,Lakers,Timofey Mozgov,Timofey Mozgov,placed on IL with left eye contusion,,2016,November,2016-11,other / unspecified,Other,,11/2/2016,11/4/2016,2,3,Wednesday
3/12/2017,Lakers,Timofey Mozgov,Timofey Mozgov,placed on IL,,2017,March,2017-03,other / unspecified,Other,,11/2/2016,11/4/2016,2,3,Sunday
3/19/2017,Lakers,Timofey Mozgov,Timofey Mozgov,placed on IL,,2017,March,2017-03,other / unspecified,Other,,11/2/2016,11/4/2016,2,3,Sunday
4/22/2017,Lakers,Timofey Mozgov,Timofey Mozgov,sore ankle (DTD),,2017,April,2017-04,day-to-day,ankle,3,11/2/2016,11/4/2016,2,3,Saturday
10/20/2018,Magic,Timofey Mozgov,Timofey Mozgov,sore right knee (out for season),,2018,October,2018-10,out for season,knee,180,1/4/2019,6/15/2019,162,163,Saturday
1/4/2019,Magic,Timofey Mozgov,Timofey Mozgov,surgery on right knee (out for season),,2019,January,2019-01,out for season,knee,180,1/4/2019,6/15/2019,162,163,Friday
11/21/2016,76Ers,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,placed on IL,,2016,November,2016-11,other / unspecified,Other,,11/21/2016,11/25/2016,4,5,Monday
2/2/2018,76Ers,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,placed on IL with gastroenteritis,,2018,February,2018-02,other / unspecified,Other,,11/21/2016,11/25/2016,4,5,Friday
3/16/2018,76Ers,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,patellar tendinitis in right knee (DTD),,2018,March,2018-03,day-to-day,knee,3,11/21/2016,11/25/2016,4,5,Friday
3/19/2018,76Ers,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,placed on IL with patellar tendinitis in right knee,,2018,March,2018-03,other / unspecified,knee,,11/21/2016,11/25/2016,4,5,Monday
4/30/2018,76Ers,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,placed on IL,,2018,April,2018-04,other / unspecified,Other,,11/21/2016,11/25/2016,4,5,Monday
2/23/2021,Nets,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,placed on IL with bruised right hip,,2021,February,2021-02,other / unspecified,hip,,2/23/2021,2/25/2021,2,3,Tuesday
3/1/2021,Nets,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,placed on IL with sore right knee,,2021,March,2021-03,other / unspecified,knee,,2/23/2021,2/25/2021,2,3,Monday
12/22/2021,Hawks,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,12/22/2021,1/1/2022,10,11,Wednesday
2/5/2016,Magic,Tobias Harris,Tobias Harris,sore left ankle (DTD),,2016,February,2016-02,day-to-day,ankle,3,2/7/2016,6/15/2016,129,130,Friday
2/7/2016,Magic,Tobias Harris,Tobias Harris,placed on IL with sore left ankle,,2016,February,2016-02,other / unspecified,ankle,,2/7/2016,6/15/2016,129,130,Sunday
4/13/2016,Pistons,Tobias Harris,Tobias Harris,rest (DTD),,2016,April,2016-04,day-to-day,rest,3,11/27/2024,11/29/2024,2,3,Wednesday
8/11/2020,76Ers,Tobias Harris,Tobias Harris,sore right ankle (DTD),,2020,August,2020-08,day-to-day,ankle,3,8/11/2020,8/12/2020,1,0,Tuesday
1/9/2021,76Ers,Tobias Harris,Tobias Harris,placed on IL with NBA health and safety protocols,,2021,January,2021-01,other / unspecified,Other,,8/11/2020,8/12/2020,1,0,Saturday
2/26/2021,76Ers,Tobias Harris,Tobias Harris,placed on IL with bruised right knee,,2021,February,2021-02,other / unspecified,knee,,8/11/2020,8/12/2020,1,0,Friday
4/10/2021,76Ers,Tobias Harris,Tobias Harris,sore right knee (DTD),,2021,April,2021-04,day-to-day,knee,3,8/11/2020,8/12/2020,1,0,Saturday
4/16/2021,76Ers,Tobias Harris,Tobias Harris,placed on IL with sore right knee,,2021,April,2021-04,other / unspecified,knee,,8/11/2020,8/12/2020,1,0,Friday
5/16/2021,76Ers,Tobias Harris,Tobias Harris,placed on IL with right knee injury,,2021,May,2021-05,other / unspecified,knee,,8/11/2020,8/12/2020,1,0,Sunday
11/1/2021,76Ers,Tobias Harris,Tobias Harris,NBA health and safety protocols (DTD),,2021,November,2021-11,day-to-day,Other,3,8/11/2020,8/12/2020,1,0,Monday
11/3/2021,76Ers,Tobias Harris,Tobias Harris,placed on IL with NBA health and safety protocols,,2021,November,2021-11,other / unspecified,Other,,8/11/2020,8/12/2020,1,0,Wednesday
11/22/2021,76Ers,Tobias Harris,Tobias Harris,sore left hip (DTD),,2021,November,2021-11,day-to-day,hip,3,8/11/2020,8/12/2020,1,0,Monday
11/24/2021,76Ers,Tobias Harris,Tobias Harris,placed on IL with sore left hip,,2021,November,2021-11,other / unspecified,hip,,8/11/2020,8/12/2020,1,0,Wednesday
12/3/2021,76Ers,Tobias Harris,Tobias Harris,illness (DTD),,2021,December,2021-12,day-to-day,illness,3,8/11/2020,8/12/2020,1,0,Friday
